Date,Price,Open,High,Low,Vol.,Change %
11-10-2021,"47,051","46,950","47,188","46,864",5.24,0.03%
08-10-2021,"47,037","46,861","47,370","46,854",8.31,0.45%
07-10-2021,"46,827","46,851","46,990","46,687",4.96,-0.17%
06-10-2021,"46,907","46,674","46,990","46,512",6.22,0.98%
05-10-2021,"46,450","46,535","46,535","46,354",0.01,0.35%
04-10-2021,"46,286","46,533","46,963","46,341",5.93,0.00%
01-10-2021,"46,286","46,295","46,332","46,155",0.05,-0.08%
30-09-2021,"46,323","45,650","46,436","45,479",0.11,1.62%
29-09-2021,"45,585","45,963","45,980","45,511",3.22,-0.58%
28-09-2021,"45,853","46,071","46,071","45,688",8.25,-0.47%
27-09-2021,"46,069","46,036","46,220","45,902",6.39,0.16%
24-09-2021,"45,995","46,075","46,132","45,787",6.5,-0.13%
23-09-2021,"46,056","46,439","46,534","45,940",7.56,-1.32%
22-09-2021,"46,672","46,651","46,762","46,556",4.15,0.07%
21-09-2021,"46,638","46,210","46,799","46,130",7.09,0.78%
20-09-2021,"46,278","45,930","46,375","45,880",6.7,0.63%
17-09-2021,"45,986","46,100","46,239","45,853",6.35,-0.20%
16-09-2021,"46,076","46,880","46,917","45,812",10.01,-1.75%
15-09-2021,"46,896","47,185","47,264","46,868",6.33,-0.77%
14-09-2021,"47,260","46,868","47,320","46,620",10.05,0.75%
13-09-2021,"46,908","46,927","47,043","46,766",5.38,0.22%
10-09-2021,"46,806","46,900","46,986","46,751",2.45,-0.40%
09-09-2021,"46,994","46,938","47,082","46,713",7.17,-0.09%
08-09-2021,"47,038","46,961","47,140","46,750",5.82,0.21%
07-09-2021,"46,939","47,402","47,435","46,864",7.18,-1.02%
06-09-2021,"47,425","47,433","47,497","47,365",3.2,-0.21%
03-09-2021,"47,524","47,095","47,598","47,035",8.42,1.13%
02-09-2021,"46,991","47,049","47,208","46,900",4.27,-0.16%
01-09-2021,"47,068","47,129","47,276","46,980",5.34,-0.11%
31-08-2021,"47,120","47,299","47,332","46,776",6.85,-0.09%
30-08-2021,"47,164","47,438","47,494","47,145",4.72,-0.79%
27-08-2021,"47,538","47,300","47,582","46,820",10.58,0.64%
26-08-2021,"47,237","47,181","47,380","46,934",6.29,0.12%
25-08-2021,"47,179","47,435","47,482","47,080",7.14,-0.91%
24-08-2021,"47,612","47,515","47,731","47,472",5.07,0.06%
23-08-2021,"47,584","47,215","47,625","47,149",5.78,0.90%
20-08-2021,"47,158","47,250","47,377","47,065",5.26,-0.02%
19-08-2021,"47,169","47,211","47,850","47,073",4,0.08%
18-08-2021,"47,132","47,374","47,437","47,026",6.34,-0.31%
17-08-2021,"47,280","47,235","47,549","47,183",7,0.12%
16-08-2021,"47,225","46,950","47,280","46,816",5.38,0.61%
13-08-2021,"46,940","46,452","46,996","46,416",6.47,1.24%
12-08-2021,"46,363","46,300","46,581","46,151",6.43,-0.05%
11-08-2021,"46,388","46,011","46,446","45,925",7.07,0.93%
10-08-2021,"45,962","46,000","46,112","45,662",6.32,0.17%
09-08-2021,"45,886","46,311","46,386","45,815",9.65,-1.62%
06-08-2021,"46,640","47,500","47,574","46,556",10.8,-3.74%
05-08-2021,"48,450","48,450","48,450","48,450",0,0.70%
04-08-2021,"48,111","47,770","48,299","47,770",0.02,0.61%
03-08-2021,"47,817","47,900","48,049","47,760",0.02,-0.47%
02-08-2021,"48,045","47,780","48,130","47,725",0.02,0.42%
30-07-2021,"47,846","48,281","48,304","47,751",1.55,-0.90%
29-07-2021,"48,281","47,720","48,310","47,690",5.82,1.48%
28-07-2021,"47,577","47,610","47,689","47,470",4.49,0.01%
27-07-2021,"47,573","47,446","47,642","47,367",7.1,0.24%
26-07-2021,"47,461","47,647","47,784","47,420",6.82,-0.15%
23-07-2021,"47,534","47,575","47,720","47,300",6.48,-0.21%
22-07-2021,"47,634","47,500","47,690","47,301",7,0.13%
21-07-2021,"47,573","47,750","47,750","47,500",3.75,-0.63%
20-07-2021,"47,876","48,240","48,295","47,771",7.87,-0.45%
19-07-2021,"48,094","48,083","48,236","47,780",8.75,0.09%
16-07-2021,"48,053","48,378","48,389","47,975",7.59,-0.72%
15-07-2021,"48,400","48,270","48,501","48,160",6.86,0.21%
14-07-2021,"48,299","47,982","48,369","47,930",8.4,0.86%
13-07-2021,"47,889","47,875","48,071","47,715",8.41,0.24%
12-07-2021,"47,774","47,807","47,870","47,477",8.36,-0.31%
09-07-2021,"47,923","47,844","47,948","47,621",6.56,0.42%
08-07-2021,"47,721","47,759","48,290","47,601",11,-0.39%
07-07-2021,"47,910","47,761","47,999","47,655",6.2,0.47%
06-07-2021,"47,684","47,350","48,000","47,350",9.36,0.81%
05-07-2021,"47,299","47,349","47,425","47,250",3.43,0.03%
02-07-2021,"47,285","47,139","47,515","47,139",7.29,0.52%
01-07-2021,"47,039","46,930","47,210","46,903",6.3,0.43%
30-06-2021,"46,839","46,594","46,933","46,461",6.35,0.61%
29-06-2021,"46,555","46,880","46,970","46,330",9.76,-0.96%
28-06-2021,"47,008","46,965","47,118","46,865",5.49,0.18%
25-06-2021,"46,925","46,948","47,213","46,835",6.8,0.12%
24-06-2021,"46,870","46,950","47,159","46,811",6.14,-0.43%
23-06-2021,"47,072","47,093","47,318","46,962",6.66,0.13%
22-06-2021,"47,011","47,178","47,247","46,869",6.37,-0.13%
21-06-2021,"47,074","46,900","47,155","46,633",6.01,0.74%
18-06-2021,"46,728","47,147","47,387","46,668",7.7,-0.49%
17-06-2021,"46,958","48,250","48,250","46,744",12.51,-3.19%
16-06-2021,"48,506","48,458","48,565","48,367",4.64,0.17%
15-06-2021,"48,424","48,509","48,732","48,348",6.08,-0.20%
14-06-2021,"48,523","48,750","48,750","48,105",9.04,-0.78%
11-06-2021,"48,903","49,283","49,399","48,865",6.85,-0.60%
10-06-2021,"49,198","49,018","49,263","48,675",8.79,0.15%
09-06-2021,"49,124","49,150","49,269","49,024",5.04,-0.01%
08-06-2021,"49,127","49,146","49,350","48,932",6.27,-0.03%
07-06-2021,"49,143","48,947","49,175","48,782",4.08,1.12%
04-06-2021,"48,600","48,600","48,600","48,600",0,-0.80%
03-06-2021,"48,990","49,163","49,670","48,570",0.01,-0.33%
02-06-2021,"49,154","49,100","49,220","49,075",0.01,0.32%
01-06-2021,"48,995","49,049","49,225","48,710",0.07,0.36%
31-05-2021,"48,821","48,690","48,967","48,540",1.03,0.57%
28-05-2021,"48,542","48,432","48,603","48,250",5.62,-0.08%
27-05-2021,"48,581","48,751","48,870","48,451",7.69,-0.42%
26-05-2021,"48,784","49,067","49,220","48,666",7.21,-0.17%
25-05-2021,"48,867","48,425","48,894","48,333",8.13,0.65%
24-05-2021,"48,553","48,450","48,640","48,368",4.35,0.31%
21-05-2021,"48,404","48,336","48,670","48,230",6.9,-0.29%
20-05-2021,"48,544","48,598","48,665","48,269",6.11,-0.27%
19-05-2021,"48,674","48,261","48,875","47,950",10.51,0.76%
18-05-2021,"48,307","48,419","48,490","48,215",5.74,-0.34%
17-05-2021,"48,474","47,989","48,499","47,910",8.42,1.67%
14-05-2021,"47,676","47,368","47,711","47,337",5.88,0.50%
13-05-2021,"47,438","47,356","47,530","47,211",3.6,-0.09%
12-05-2021,"47,482","47,497","47,862","47,374",7.5,-0.32%
11-05-2021,"47,633","47,952","48,013","47,325",9.71,-0.66%
10-05-2021,"47,951","47,820","48,144","47,755",6.99,0.42%
07-05-2021,"47,751","47,654","48,050","47,520",10.6,0.33%
06-05-2021,"47,595","47,072","47,643","47,000",9.94,1.27%
05-05-2021,"47,000","46,979","47,046","46,650",6.59,0.28%
04-05-2021,"46,871","47,226","47,451","46,717",9.93,-0.95%
03-05-2021,"47,319","46,921","47,450","46,921",8.62,1.25%
30-04-2021,"46,737","46,743","46,819","46,605",6.33,0.02%
29-04-2021,"46,726","47,245","47,299","46,462",9.58,-0.78%
28-04-2021,"47,093","47,150","47,273","46,800",6.87,-0.44%
27-04-2021,"47,303","47,465","47,515","47,273",5.45,-0.34%
26-04-2021,"47,462","47,604","47,650","47,253",5.78,-0.15%
23-04-2021,"47,532","47,885","48,026","47,384",8.16,-0.50%
22-04-2021,"47,772","48,252","48,260","47,660",7.81,-0.95%
21-04-2021,"48,228","47,939","48,429","47,936",4.55,0.78%
20-04-2021,"47,857","47,424","47,901","47,128",10.15,0.98%
19-04-2021,"47,393","47,353","47,850","47,280",8.97,0.08%
16-04-2021,"47,353","47,099","47,432","46,820",8.24,0.38%
15-04-2021,"47,175","46,680","47,279","46,680",8.94,1.22%
14-04-2021,"46,608","46,851","46,930","46,556",3.86,-0.78%
13-04-2021,"46,975","46,450","47,033","46,367",7.68,1.20%
12-04-2021,"46,419","46,545","46,777","46,400",7.99,-0.37%
09-04-2021,"46,593","46,766","46,887","46,314",8.59,-0.52%
08-04-2021,"46,838","46,299","46,900","46,240",9.52,1.03%
07-04-2021,"46,362","45,766","46,420","45,742",8.12,0.96%
06-04-2021,"45,919","45,420","45,974","45,420",6.75,2.09%
05-04-2021,"44,981","44,900","45,050","44,886",0.01,0.48%
01-04-2021,"44,767","44,650","44,865","44,650",0.03,0.29%
31-03-2021,"44,637","43,870","44,672","43,711",0.06,1.74%
30-03-2021,"43,873","43,669","44,300","43,669",0.41,0.75%
29-03-2021,"43,545","44,520","44,550","43,320",3.7,-2.46%
26-03-2021,"44,642","44,635","44,788","44,441",8.12,-0.12%
25-03-2021,"44,695","44,892","45,028","44,601",9.09,-0.37%
24-03-2021,"44,860","44,800","44,895","44,673",7.25,0.48%
23-03-2021,"44,646","44,786","44,995","44,590",7.96,-0.58%
22-03-2021,"44,905","44,974","45,040","44,630",7.03,-0.26%
19-03-2021,"45,021","44,928","45,137","44,801",7.52,0.16%
18-03-2021,"44,951","44,892","45,299","44,626",9.76,0.25%
17-03-2021,"44,840","44,890","45,037","44,756",6.44,0.06%
16-03-2021,"44,813","44,950","45,086","44,766",7.82,-0.19%
15-03-2021,"44,900","44,790","45,047","44,730",8.09,0.34%
12-03-2021,"44,750","44,741","44,785","44,271",9.79,-0.29%
11-03-2021,"44,879","44,950","45,167","44,774",5.58,0.19%
10-03-2021,"44,792","44,730","44,944","44,630",8.86,-0.14%
09-03-2021,"44,857","44,349","44,963","44,263",11.35,1.45%
08-03-2021,"44,218","44,756","44,780","44,150",10.35,-1.04%
05-03-2021,"44,683","44,444","44,720","44,217",11.92,0.32%
04-03-2021,"44,541","44,735","44,962","44,471",12.2,-0.91%
03-03-2021,"44,948","45,524","45,544","44,561",12.64,-1.32%
02-03-2021,"45,548","45,066","45,650","44,975",12.35,0.53%
01-03-2021,"45,308","46,000","46,139","45,215",11.65,-0.94%
26-02-2021,"45,736","46,340","46,689","45,611",17.95,-1.09%
25-02-2021,"46,241","46,443","46,655","46,060",13.83,-0.60%
24-02-2021,"46,522","46,808","46,857","46,268",11.49,-0.60%
23-02-2021,"46,802","46,973","46,985","46,589",8.95,-0.21%
22-02-2021,"46,901","46,335","46,966","46,238",12.75,1.52%
19-02-2021,"46,197","45,986","46,490","45,861",11.11,0.15%
18-02-2021,"46,126","46,409","46,498","46,011",10.06,-0.24%
17-02-2021,"46,237","46,800","46,800","46,162",12.29,-1.41%
16-02-2021,"46,899","47,409","47,480","46,682",13.85,-0.72%
15-02-2021,"47,241","47,436","47,455","47,202",6.16,-0.16%
12-02-2021,"47,318","47,411","47,586","47,111",9.55,-0.40%
11-02-2021,"47,508","47,837","48,100","47,456",8.9,-1.05%
10-02-2021,"48,013","48,000","48,374","47,822",10.33,0.14%
09-02-2021,"47,948","48,000","48,235","47,779",9.55,0.23%
08-02-2021,"47,839","47,152","47,957","47,152",10.41,1.62%
05-02-2021,"47,078","47,075","47,080","47,075",0,0.24%
04-02-2021,"46,965","47,400","47,400","46,600",0.01,-1.64%
03-02-2021,"47,750","47,925","47,955","47,725",0.04,0.00%
02-02-2021,"47,751","48,265","48,265","47,606",0.07,-1.33%
01-02-2021,"48,394","49,370","49,400","47,200",0.99,-1.43%
29-01-2021,"49,096","48,624","49,485","48,624",8.26,0.97%
28-01-2021,"48,624","48,700","49,290","48,521",10.26,-0.49%
27-01-2021,"48,865","48,903","48,980","48,511",9.42,-0.57%
25-01-2021,"49,143","49,155","49,346","48,925",8.73,0.01%
22-01-2021,"49,140","49,355","49,399","48,685",11.64,-0.62%
21-01-2021,"49,448","49,699","49,765","49,323",8.75,-0.17%
20-01-2021,"49,534","49,077","49,640","48,801",13.56,1.12%
19-01-2021,"48,983","48,965","49,070","48,750",8.03,0.18%
18-01-2021,"48,894","48,669","48,995","48,608",6.33,0.39%
15-01-2021,"48,702","49,088","49,327","48,537",11.33,-1.05%
14-01-2021,"49,221","49,000","49,268","48,751",10.47,-0.17%
13-01-2021,"49,305","49,130","49,447","49,130",7.23,0.53%
12-01-2021,"49,045","49,320","49,570","48,933",9.18,-0.60%
11-01-2021,"49,341","48,786","49,390","48,635",11.77,0.76%
08-01-2021,"48,967","50,755","50,799","48,818",19.74,-3.81%
07-01-2021,"50,904","50,740","51,046","50,660",10.82,0.78%
06-01-2021,"50,509","51,555","51,875","50,401",19.22,-2.34%
05-01-2021,"51,720","51,397","51,780","51,333",10.6,0.58%
04-01-2021,"51,424","50,300","51,490","50,300",12.99,2.35%
01-01-2021,"50,244","50,180","50,280","50,128",1.23,0.19%
31-12-2020,"50,151","50,059","50,290","50,002",7.02,0.03%
30-12-2020,"50,135","50,179","50,179","49,857",7.42,0.19%
29-12-2020,"50,039","50,051","50,195","49,860",9.45,0.05%
28-12-2020,"50,013","50,200","50,580","49,915",11.88,-0.12%
24-12-2020,"50,073","50,151","50,186","49,878",7.96,-0.15%
23-12-2020,"50,149","50,042","50,280","49,680",11.4,0.14%
22-12-2020,"50,081","50,527","50,540","49,923",9.65,-0.66%
21-12-2020,"50,416","50,515","51,009","49,712",15.05,0.22%
18-12-2020,"50,304","50,319","50,469","50,105",7.91,-0.17%
17-12-2020,"50,390","49,720","50,642","49,720",12.91,1.60%
16-12-2020,"49,597","49,510","49,850","49,452",11.58,0.31%
15-12-2020,"49,443","49,035","49,589","49,007",9.97,1.03%
14-12-2020,"48,939","49,101","49,133","48,602",9.95,-0.78%
11-12-2020,"49,324","49,150","49,438","48,875",9.68,0.50%
10-12-2020,"49,077","49,165","49,500","48,935",9.56,-0.37%
09-12-2020,"49,260","49,850","49,886","49,140",12.54,-1.69%
08-12-2020,"50,109","50,065","50,175","49,711",8.38,0.33%
07-12-2020,"49,946","49,231","50,060","48,874",10.41,1.12%
04-12-2020,"49,393","49,350","50,001","49,100",0.01,-0.05%
03-12-2020,"49,419","49,874","49,936","49,093",0.01,1.60%
02-12-2020,"48,643","48,499","48,849","48,400",0.01,0.76%
01-12-2020,"48,275","48,194","48,559","47,705",0.04,1.01%
30-11-2020,"47,792","47,680","47,966","47,550",0.46,-0.69%
27-11-2020,"48,125","48,508","48,647","47,800",10.1,-0.81%
26-11-2020,"48,517","48,524","48,800","48,425",7.89,0.01%
25-11-2020,"48,513","48,497","48,885","48,390",12.33,-0.15%
24-11-2020,"48,585","49,262","49,262","48,514",16.73,-1.81%
23-11-2020,"49,480","50,234","50,350","49,291",15.17,-1.46%
20-11-2020,"50,212","50,041","50,435","49,857",10.73,0.44%
19-11-2020,"49,992","50,200","50,200","49,720",12.67,-0.66%
18-11-2020,"50,325","50,600","50,646","50,053",12.96,-0.87%
17-11-2020,"50,766","50,800","51,029","50,703",10.09,-0.13%
16-11-2020,"50,830","50,931","51,015","50,150",7.83,-0.18%
14-11-2020,"50,922","51,015","51,080","50,870",1,0.00%
13-11-2020,"50,922","50,665","51,139","50,609",9.4,0.64%
12-11-2020,"50,600","50,315","50,790","50,217",11.19,0.86%
11-11-2020,"50,169","50,444","50,525","49,944",12.49,-0.66%
10-11-2020,"50,501","49,931","50,664","49,931",14.41,1.51%
09-11-2020,"49,748","52,270","52,520","49,500",26.54,-4.64%
06-11-2020,"52,167","51,912","52,450","51,711",14.87,0.22%
05-11-2020,"52,055","51,231","52,176","51,161",13.98,2.43%
04-11-2020,"50,820","51,320","51,465","50,773",14.82,-1.51%
03-11-2020,"51,598","50,950","51,630","50,789",10.88,1.04%
02-11-2020,"51,067","50,777","51,099","50,612",9.51,0.73%
30-10-2020,"50,699","50,465","50,870","50,353",10.54,0.83%
29-10-2020,"50,282","50,446","50,617","50,070",13.33,-0.42%
28-10-2020,"50,495","51,065","51,065","50,230",14.73,-0.91%
27-10-2020,"50,961","51,065","51,114","50,704",11.06,0.06%
26-10-2020,"50,930","50,690","51,125","50,552",11.4,0.18%
23-10-2020,"50,839","50,865","51,040","50,643",10.62,0.14%
22-10-2020,"50,766","51,199","51,199","50,535",11.85,-1.10%
21-10-2020,"51,333","50,950","51,454","50,915",13.37,0.83%
20-10-2020,"50,910","50,600","50,940","50,491",11.14,0.44%
19-10-2020,"50,687","50,552","50,940","50,437",9.82,0.28%
16-10-2020,"50,547","50,586","50,813","50,452",8.89,-0.33%
15-10-2020,"50,712","50,314","50,749","50,280",12.14,0.34%
14-10-2020,"50,542","50,369","50,740","50,270",10.79,0.59%
13-10-2020,"50,245","50,870","51,078","50,110",14.1,-1.69%
12-10-2020,"51,107","50,940","51,184","50,830",8.54,0.57%
09-10-2020,"50,817","50,300","50,970","50,300",11.95,1.28%
08-10-2020,"50,175","49,972","50,399","49,924",10.97,0.25%
07-10-2020,"50,048","50,270","50,361","49,880",12.47,-0.95%
06-10-2020,"50,526","50,468","50,982","50,445",11.18,0.74%
05-10-2020,"50,157","50,600","50,600","50,100",0.02,-0.62%
01-10-2020,"50,470","50,400","50,940","50,300",0.01,0.13%
30-09-2020,"50,404","50,559","50,860","50,150",0.11,-0.55%
29-09-2020,"50,681","50,194","50,739","50,059",0.68,1.09%
28-09-2020,"50,133","49,474","50,197","49,315",5.68,0.95%
25-09-2020,"49,659","49,826","49,900","49,380",10.62,-0.49%
24-09-2020,"49,904","49,400","50,050","49,248",15.56,0.80%
23-09-2020,"49,508","50,380","50,380","49,444",17.93,-1.73%
22-09-2020,"50,381","50,560","50,686","50,129",12.78,-0.18%
21-09-2020,"50,471","51,650","51,650","49,815",19.07,-2.41%
18-09-2020,"51,715","51,559","51,849","51,453",10.02,0.51%
17-09-2020,"51,453","51,710","51,710","51,181",12.78,-0.72%
16-09-2020,"51,824","51,839","52,127","51,750",11.4,0.11%
15-09-2020,"51,769","51,850","52,182","51,561",12.38,0.16%
14-09-2020,"51,687","51,599","51,847","51,334",10.65,0.72%
11-09-2020,"51,319","51,431","51,684","51,224",9.56,-0.88%
10-09-2020,"51,774","51,430","51,851","51,242",10.82,0.72%
09-09-2020,"51,402","51,165","51,480","50,872",12.11,0.10%
08-09-2020,"51,353","50,800","51,406","50,629",14.83,0.56%
07-09-2020,"51,065","50,801","51,200","50,680",6.72,0.76%
04-09-2020,"50,678","50,865","51,082","50,362",13.11,-0.13%
03-09-2020,"50,742","50,964","51,068","50,500",14.34,-0.16%
02-09-2020,"50,821","51,449","51,555","50,696",14.49,-1.32%
01-09-2020,"51,502","52,000","52,100","51,303",11.76,-0.38%
31-08-2020,"51,701","51,540","51,875","51,460",13.26,0.49%
28-08-2020,"51,448","50,890","51,750","50,890",16.28,1.07%
27-08-2020,"50,902","51,601","52,160","50,533",21.22,-1.69%
26-08-2020,"51,779","51,165","51,876","50,551",16.33,1.68%
25-08-2020,"50,924","51,350","51,533","50,820",12.49,-0.67%
24-08-2020,"51,269","51,860","52,232","51,160",13.93,-1.44%
21-08-2020,"52,016","52,160","52,409","51,239",16.22,-0.26%
20-08-2020,"52,151","52,550","52,550","51,721",15.61,-0.90%
19-08-2020,"52,622","53,450","53,493","52,302",14.8,-1.77%
18-08-2020,"53,571","53,415","53,999","51,800",19.28,0.56%
17-08-2020,"53,275","52,151","53,443","52,113",12.9,2.01%
14-08-2020,"52,227","52,675","52,797","51,840",14.51,-1.33%
13-08-2020,"52,930","52,365","53,038","51,802",14.84,1.29%
12-08-2020,"52,254","51,650","52,598","49,955",27.25,0.63%
11-08-2020,"51,929","54,750","54,750","51,712",27.98,-5.49%
10-08-2020,"54,946","55,049","55,449","54,861",10.97,0.29%
07-08-2020,"54,789","55,965","56,191","54,690",18.31,-1.89%
06-08-2020,"55,845","55,265","56,079","55,241",16.22,1.16%
05-08-2020,"55,207","54,900","55,450","54,900",0.01,2.11%
04-08-2020,"54,064","54,223","54,560","53,708",0.02,0.12%
03-08-2020,"53,997","54,194","54,199","53,564",0.08,0.31%
31-07-2020,"53,828","53,526","53,920","53,450",0.54,1.30%
30-07-2020,"53,138","53,390","53,429","52,700",3.12,-0.09%
29-07-2020,"53,187","52,550","53,399","52,364",13.37,1.13%
28-07-2020,"52,591","52,186","52,698","51,277",19.55,0.94%
27-07-2020,"52,101","51,749","52,220","51,657",13.4,2.09%
24-07-2020,"51,035","50,809","51,184","50,570",12.22,0.66%
23-07-2020,"50,700","50,191","50,936","50,125",16.87,1.24%
22-07-2020,"50,078","49,931","50,199","49,630",18.01,1.11%
21-07-2020,"49,527","49,078","49,579","49,036",12.61,1.02%
20-07-2020,"49,027","48,910","49,175","48,858",9.86,0.12%
17-07-2020,"48,967","48,796","49,025","48,713",10.25,0.40%
16-07-2020,"48,773","49,104","49,245","48,727",10.92,-0.79%
15-07-2020,"49,159","49,228","49,270","48,914",12.5,-0.20%
14-07-2020,"49,259","49,050","49,291","48,770",13.4,0.23%
13-07-2020,"49,148","49,046","49,265","48,915",11.66,0.58%
10-07-2020,"48,863","48,919","49,230","48,710",13.6,-0.03%
09-07-2020,"48,878","49,139","49,312","48,756",15.86,-0.57%
08-07-2020,"49,159","48,704","49,348","48,642",14.92,0.74%
07-07-2020,"48,800","48,210","48,825","48,101",15.36,1.19%
06-07-2020,"48,225","47,970","48,285","47,775",14.51,0.37%
03-07-2020,"48,046","48,053","48,190","47,950",8.76,-0.23%
02-07-2020,"48,158","48,174","48,273","47,606",16.48,-0.23%
01-07-2020,"48,267","48,814","48,982","48,051",17.22,-1.02%
30-06-2020,"48,762","48,270","48,825","48,180",14.23,1.07%
29-06-2020,"48,244","48,365","48,462","48,150",10.05,-0.13%
26-06-2020,"48,305","47,902","48,348","47,700",16.17,0.76%
25-06-2020,"47,941","48,114","48,173","47,823",12.37,-0.40%
24-06-2020,"48,134","48,333","48,589","48,035",17.25,-0.20%
23-06-2020,"48,232","47,864","48,272","47,731",13.9,0.60%
22-06-2020,"47,944","48,000","48,289","47,792",12.35,0.01%
19-06-2020,"47,937","47,399","47,980","47,328",11.46,1.23%
18-06-2020,"47,355","47,301","47,619","47,110",12.94,0.04%
17-06-2020,"47,338","47,450","47,483","46,967",11.89,-0.48%
16-06-2020,"47,567","47,180","47,650","46,960",14.47,1.15%
15-06-2020,"47,026","47,199","47,246","46,546",12.92,-0.65%
12-06-2020,"47,334","47,150","47,550","47,065",11.83,-0.17%
11-06-2020,"47,414","46,750","47,680","46,750",16.91,1.69%
10-06-2020,"46,626","46,602","46,949","46,554",9.88,0.07%
09-06-2020,"46,594","46,075","46,737","45,950",13.28,1.07%
08-06-2020,"46,101","45,793","46,160","45,748",10.22,-0.91%
05-06-2020,"46,526","46,750","46,750","46,301",0,-0.43%
04-06-2020,"46,727","46,599","46,904","46,599",0.01,1.36%
03-06-2020,"46,099","46,700","46,700","45,900",0.04,-1.49%
02-06-2020,"46,796","47,170","47,200","46,600",0.06,-0.61%
01-06-2020,"47,083","46,571","47,300","46,520",0.41,0.92%
29-05-2020,"46,654","46,523","46,868","46,394",7.9,0.54%
28-05-2020,"46,405","46,444","46,860","46,288",10.59,-0.27%
27-05-2020,"46,531","46,307","46,570","45,775",13.87,0.45%
26-05-2020,"46,322","47,049","47,150","46,257",13.66,-1.39%
25-05-2020,"46,973","46,808","47,050","46,650",4.16,-0.18%
22-05-2020,"47,056","46,466","47,130","46,464",11.3,1.44%
21-05-2020,"46,388","47,050","47,050","46,241",10.9,-1.58%
20-05-2020,"47,131","47,181","47,354","46,800",10.94,0.17%
19-05-2020,"47,050","46,802","47,181","46,481",12.21,0.85%
18-05-2020,"46,655","47,659","47,980","46,559",16.31,-1.53%
15-05-2020,"47,381","46,711","47,462","46,641",12.37,1.56%
14-05-2020,"46,654","46,062","46,795","46,062",13.05,1.46%
13-05-2020,"45,981","45,613","46,090","45,501",11.1,0.78%
12-05-2020,"45,625","45,878","45,970","45,544",10.99,-0.34%
11-05-2020,"45,781","45,801","45,960","45,590",9.79,-0.07%
08-05-2020,"45,812","46,377","46,377","45,755",11.23,-0.76%
07-05-2020,"46,161","45,430","46,209","45,340",9.32,1.74%
06-05-2020,"45,371","45,641","45,848","45,320",9.54,-0.83%
05-05-2020,"45,751","45,527","45,784","45,311",8.78,-0.12%
04-05-2020,"45,807","45,565","45,978","45,461",8.8,0.62%
01-05-2020,"45,527","45,008","45,600","44,750",7.4,1.38%
30-04-2020,"44,906","45,801","45,940","44,740",11.96,-1.41%
29-04-2020,"45,546","45,925","46,177","45,460",10.5,-1.13%
28-04-2020,"46,066","46,000","46,133","45,576",10.14,-0.27%
27-04-2020,"46,191","46,511","46,650","46,125",9.2,-0.72%
24-04-2020,"46,527","46,322","46,900","46,110",10.86,0.22%
23-04-2020,"46,427","46,280","46,733","46,166",9.88,0.56%
22-04-2020,"46,167","45,768","46,245","45,560",7.77,1.86%
21-04-2020,"45,325","45,825","46,289","45,050",8.99,-0.85%
20-04-2020,"45,714","45,465","45,795","45,310",6.65,-0.05%
17-04-2020,"45,735","46,700","46,700","45,614",8.04,-3.22%
16-04-2020,"47,258","46,600","47,327","46,526",4.89,1.17%
15-04-2020,"46,710","46,445","46,785","46,060",6.98,0.92%
13-04-2020,"46,286","45,800","46,385","45,622",4.86,2.19%
09-04-2020,"45,294","44,838","45,327","44,838",3.27,0.79%
08-04-2020,"44,941","44,777","45,036","44,686",3.16,-0.31%
07-04-2020,"45,081","44,000","45,724","44,000",5.49,2.57%
03-04-2020,"43,953","44,657","45,800","43,650",0.06,1.37%
01-04-2020,"43,357","43,261","43,550","43,080",0.01,0.24%
31-03-2020,"43,255","43,799","43,840","43,130",0.07,-1.34%
30-03-2020,"43,842","43,450","44,190","43,212",0.4,0.62%
27-03-2020,"43,571","42,800","43,760","42,800",4.8,0.07%
26-03-2020,"43,542","42,001","44,535","41,430",7.07,3.14%
25-03-2020,"42,217","41,379","42,785","40,811",7.59,2.03%
24-03-2020,"41,379","42,184","42,184","39,929",12.74,0.52%
23-03-2020,"41,163","40,721","41,310","39,765",13.22,1.99%
20-03-2020,"40,358","39,900","40,948","39,838",15.28,1.32%
19-03-2020,"39,831","39,307","40,099","39,052",14.77,0.27%
18-03-2020,"39,723","40,127","40,447","39,318",22.19,-1.29%
17-03-2020,"40,244","39,489","40,934","38,650",24.02,1.84%
16-03-2020,"39,518","40,982","41,199","38,400",37.15,-2.06%
13-03-2020,"40,348","41,750","42,070","40,055",25.32,-4.40%
12-03-2020,"42,206","43,302","43,637","41,567",28.7,-2.65%
11-03-2020,"43,355","43,744","43,875","43,275",14.84,-0.88%
10-03-2020,"43,740","43,836","43,941","43,530",9.6,-1.38%
09-03-2020,"44,353","44,575","44,772","43,851",21.98,0.44%
06-03-2020,"44,158","44,574","44,961","43,432",35.39,-0.67%
05-03-2020,"44,458","43,504","44,503","43,243",22.5,2.04%
04-03-2020,"43,569","43,357","43,778","43,293",20.04,0.22%
03-03-2020,"43,474","41,927","43,517","41,873",26.8,3.62%
02-03-2020,"41,956","41,738","42,343","41,646",22.69,1.35%
28-02-2020,"41,397","42,670","42,747","41,275",34.99,-2.33%
27-02-2020,"42,385","42,640","42,976","42,322",20.94,-0.28%
26-02-2020,"42,504","42,536","42,854","42,100",19.75,-0.66%
25-02-2020,"42,788","43,176","43,176","42,371",26.43,-1.82%
